,minimum,maximum
BUTSO3abcpp,0.0,0.0
CYStpp,0.0,4.341416115494212e-12
DADA,0.0,4.124978136843538e-12
DADK_copy1,-1000.0,1000.0000000000106
BMOGDS1,0.0001258945181737471,0.00012589451817374722
CLPNH160pp,0.0,1.177724584522366e-12
BMOGDS2,0.0001258945181737471,0.00012589451817374722
BWCOGDS1,0.0,0.0
BWCOGDS2,0.0,0.0
CADVtpp,0.0,1.3700152123874432e-13
CAt6pp,-1000.0,-0.005371155467969402
CAT,0.0,0.0
CRNDCAL2,0.0,0.0
CTBTCAL2,0.0,0.0
CYTDt2pp_copy1,0.0,1000.0
DADNt2pp,0.0,0.0
CYTDt2pp_copy2,-1000.0,0.0
CRNCDH,0.0,0.0
CUt3,0.0,0.0
CBLAT,0.0,1.1102230246251565e-13
CBIAT,0.0,1.438849039914203e-13
CBMKr,0.6465890857277967,0.6465890857296597
CCGS,0.0,0.0
CU2abcpp,0.0,4.568789790937444e-12
CLPNH161pp,0.0,4.149569576838985e-12
CU2tpp,0.000731632896599891,0.0007316329011686808
CTBTt2rpp,-2.5295321393059567e-12,0.0
CRNDt2rpp,-2.6858515411731787e-12,1000.0
CRNt2rpp,-1000.0000000000023,0.0
CBPS,0.0,1.7104095917375162e-12
CD2abcpp,0.0,4.568789790937444e-12
CD2tpp,0.0,1.9761751263169813e-11
CD2t3pp,0.0,8.494652897761412e-12
CDAPPA120,0.0,-5.373479439185758e-13
CRNt8pp,0.0,1000.0
CDAPPA140,0.0,8.784084570834239e-13
CRNt7pp,0.0,0.0
CLPNH180pp,0.0,4.440892098500626e-13
CS,5.3151487674967,5.315148767505049
CDAPPA141,0.0,-5.111466805374221e-13
CDAPPA160,0.0,7.975980986785203e-13
CDAPPA161,0.0,1.4500345368873013e-12
CDGR,0.0,0.0
CDPMEK,0.0024652623271891883,0.002465262327189212
CRNDabcpp,0.0,1.5560885913146194e-12
CRNabcpp,0.0,1.7408297026122455e-12
CTBTabcpp,0.0,1.5702994460298214e-12
CSND,0.0,2.5518476221009223e-13
CSNt2pp,0.0,0.0
CFAS180E,0.0,0.0
CFAS180G,0.0,0.0
CTECOAI6_copy1,-1000.0,0.0
CLPNH181pp,0.0,0.0
CTECOAI7_copy1,-1000.0,-0.15523000475319215
CTECOAI8_copy1,-1000.0,3.3928415632544784e-13
CTPS2,0.16564932401508814,0.1656493240159138
CFAS160E,0.0,0.0
CFAS160G,0.0,0.0
CRNCBCT,0.0,0.0
CU1Opp,0.0,0.0
CU1abcpp,0.0,0.0
CMPN,0.0,6.133427099541677e-13
CYANST,0.0,0.0
CYANSTpp,0.0,0.0
DAPabcpp,0.0,0.0
CYSDDS,0.0,0.0
DATPHs,0.0,5.112889278624522e-13
CO2tpp,-21.11051638928223,-21.110516389285106
DHAtpp,0.0,0.0
CYSS,0.2557846394160906,0.25578463941651103
CYTDH,0.0,3.9124259387790516e-13
CYSDS,0.0,4.2099657093785936e-13
CYTBDpp,0.0,3.147704319417244e-12
DHBSH,0.0,1.1235457009206584e-12
DHORDfum,0.0,0.34135473065000355
DALAt2pp,0.014337528159809078,0.014337528159885593
CYSSADS,0.0,0.0
CYSTL,0.1588241900544229,0.1588241900544214
CYSTRS,0.0,0.0
CYTBD2pp,0.0,1.75470749042006e-12
DHBD,0.0,0.0
DHPPDA2,0.0004602373369302459,0.0004602373369301349
CYSabc2pp,0.0,8.988365607365267e-13
CPGNR1,0.0,-1.235179493408456e-13
CYTBO3_4pp,36.925549999598616,36.92554999960385
CYTD,0.0,7.590039707849883e-13
CYTDK2,0.0,1.3391510123028638e-12
DCYTt2pp,0.0,0.0
DGSNt2pp,0.0,0.0
DCYTtex,0.0,0.0
DAAD,0.0,6.750378034325877e-12
DCYTD,0.0,4.108206830277794e-13
CPGNR2,0.0,1.1723955140041653e-13
DAGK141,0.0,8.100187187665142e-13
DAGK160,0.0,1.7976731214730535e-12
CYTK1,0.1866799000834756,0.18667990008418683
CYTK2,-3.358251177143501e-13,6.301625887772389e-13
D_LACt2pp,-1.2967404927621828e-13,0.0
DAGK120,0.0,2.0818902157770935e-12
DAGK140,0.0,8.952838470577262e-13
DAGK161,0.0,1.2576606422953773e-12
DAGK180,0.0,7.815970093361102e-13
DAGK181,0.0,8.242295734817162e-13
CPGNR3,0.0,1.9184653865522705e-13
DAPAL,0.0,0.0
DAPDC,0.3541154815657478,0.35411548156578804
DAPE,0.382790537885519,0.3827905378855592
DHPTDCs2,0.0004623011814904639,0.0004623011814904876
DMSOtpp,0.0,0.0
DNMPPA,0.0006903560053950208,0.0006903560053954649
DXPRIi,0.0024652623271892438,0.0024652623271892195
DASYN160,0.06585108838311064,0.06585108838393339
DASYN161,0.07761500237639521,0.0776150023772173
DASYN180,0.0,2.3243629243552277e-12
DASYN181,0.0,2.236905105590381e-12
DASYN120,0.0,8.22453216642316e-13
DKGLCNR2x,0.0,0.0
DKGLCNR2y,0.0,0.0
DASYN140,0.0,9.539313783335501e-13
CPGNUtex,0.0,3.268496584496461e-13
DASYN141,0.0,-3.0730973321624333e-13
DB4PS,0.0009204746738604918,0.0009204746738604918
DSERt2pp,0.0,0.0
DINSt2pp,0.0,0.0
DURIt2pp,0.0,0.0
DBTS,2.0638445602253623e-06,2.0638445626476445e-06
DC6PH,0.0,0.0
DURItex,0.0,0.0
CPGNUtpp,0.0,3.268496584496461e-13
DHQS,0.33462762930581985,0.33462762930578527
DCTPD,0.0,0.0
DDCAtexi,0.0,0.0
DDGALK,0.0,0.0
DKGLCNR1,0.0,0.0
DSERDHr,4.076738946423575e-13,0.0
DDGLCNt2rpp,0.0,0.0
CPGNexs,0.0,3.268496584496461e-13
DDGLK,0.0,0.0
DDPA,0.3346276293058197,0.33462762930578527
DHQTi,0.3346276293058197,0.33462762930581336
DOXRBCNtpp,0.0,2.3874235921539366e-12
DHPTDNR,0.0,0.0
DHPTDNRN,0.0,0.0
DHPTPE,0.0,0.0
DMATT,0.00028687439387132694,0.0002868743938713274
DMPPS,0.0,0.0024652623271892195
DMQMT,0.0,0.0
DHBS,0.0,2.7622348852673895e-13
DGK1,5.790923296444817e-13,1.9273471707492718e-13
DHAD1,0.9021776599118339,0.9021776599118434
DHAD2,0.29980334811885717,0.2998033481188697
DHDPRy,0.382790537885519,0.38279053788558737
DHAPT,0.0,0.6844259013165299
DMSOR1,0.0,0.0
DOGULNR,0.0,0.0
DPCOAK,0.0005943872333444844,0.0005943872333449285
DHDPS,0.382790537885519,0.3827905378855565
DHNAOT4,0.0,0.0
DNTPPA,0.0006903560053953539,0.000690356005395909
CHTBSptspp,0.0,0.0
DPR,0.0005943872333453726,0.000594387233367355
DRPA,0.0,1.3511414209688155e-13
DSBCGT,0.0,0.0
DHFR,0.02769163438682366,0.027691634386823778
DHMPTR,0.0,0.0
DHFS,0.0006903560053952429,0.000690356005395909
DHNCOAS,0.0,0.0
DSBDR,0.0,0.0
COLIPAPabctex,0.0,0.0
DSBAO1,0.0,0.0
DSBAO2,0.0,0.0
DTMPK,0.027001278381428417,0.027001278380999416
DHNCOAT,0.0,0.0
DHNPA2r,0.0006903560053952429,0.000690356005395909
DSBGGT,0.0,0.0
DHNPTE,0.0,0.0
DHORD2,0.0,0.34135473064999644
DHORD5,0.0,0.3413547306499023
DHORTS,-0.3413547306498408,-0.34135473064987437
DTARTD,0.0,0.0
DURIK1,0.0,7.247535904753022e-13
DURADx,0.0,0.0
DXYLK,0.0,0.0
DURIPP,-1.5620837956475953e-13,-2.8899105330992825e-13
DUTPDP,0.0,2.158377643279863e-13
DHPS2,0.0006903560053953539,0.000690356005395909
DXPS,0.0029254996641194684,0.0029254996641194754
COLIPAabctex,0.0,0.0
EAR100y,0.0,7.717160244169463e-13
COLIPAKpp,0.0,0.0
E4PD,0.00023011866846512792,0.00023011866847999496
EAR100x,0.0,8.47211190091457e-13
EAR120x,0.0,1.898620149987096e-12
ETHAt2pp,0.0,8.819611707622244e-13
ETOHtrpp,0.0,0.0
ENLIPAabctex,0.0,0.0
EAR120y,0.0,1.5876466807895895e-12
ECA4COLIPAabctex,0.0,1.3358203432289883e-12
EAR121x,0.0,6.545874953189923e-13
ETHSO3abcpp,0.0,0.0
CPGNabcpp,0.0,2.5579538487363607e-13
EDA,0.0,1.0862422072932532e-12
EDD,0.0,1.0862422072932532e-12
EAR121y,0.0,5.133671265866724e-13
EAR140x,0.0,4.2177372705509697e-13
EAR140y,0.0,3.2807090377673376e-13
EDTXS1,0.0,0.0
EDTXS2,0.0,0.0
EAR180y,0.0,2.2115642650533118e-13
EAR181x,0.0,2.707833957060757e-13
EAR141x,0.0,-1.0125233984581428e-13
EAR181y,0.0,6.731282198302324e-13
CPH4S,0.0,0.0
EAR40x,0.0,-1.8540724511240114e-13
EAR40y,0.0,-1.7497114868092467e-13
FALDtpp,0.0,0.0
FALGTHLs,0.0,0.0
EAR60x,0.0,-1.8540724511240114e-13
CLIPAabctex,0.0,0.0
EAR60y,0.0,-1.7497114868092467e-13
EAR80x,0.0,-1.8540724511240114e-13
EAR80y,0.0,-1.7497114868092467e-13
FE3DHBZR,0.0,0.0
FE3HOXR1,0.0,1.1368683772161603e-13
FE3HOXR2,0.0,1.1368683772161603e-13
ECAtpp,0.0,0.0
CHLabcpp,0.0,0.0
ECOAH1,0.3672405010466864,0.3672405010465325
ECOAH2,0.3672405010466864,0.3672405010465325
ECAP1pp,0.0,0.0
ECAP2pp,0.0,0.0
FE3HOXR3,0.0,1.8118839761882555e-13
FE3HOXUtex,0.0,3.623767952376511e-13
FE3HOXUtpp,0.0,3.623767952376511e-13
FE3HOXexs,0.0,3.623767952376511e-13
ECAP3pp,0.0,0.0
ECOAH3,0.3672405010466864,0.36724050104651873
COBALT2abcpp,0.0,1.1439738045737613e-12
ECOAH4,0.3672405010466271,0.36724050104650097
FE3abcpp,0.0,2.7142732506035827e-12
FECRMR1,0.0,1.9539925233402755e-13
FECRMR2,0.0,1.7053025658242404e-13
FECRMR3,0.0,1.7053025658242404e-13
FECRMUtex,0.0,1.8002821455809226e-12
EDTXS4,0.0,0.0
EDTXS3,0.0,0.0
ENO,14.47633783103566,14.476337831043352
ENTCS,0.0,1.5439501529120509e-13
ENTERES,0.0,1.5439501529120509e-13
ENTERES2,0.0,1.2889689315898067e-13
FECRMUtpp,0.0,2.4272805987379797e-12
FECRMexs,0.0,2.4272805987379797e-12
F6PP,0.0,1.5827339439056232e-12
CHLt2pp,0.0,0.0
ETHAAL,0.0,1.0329515021112456e-12
F6PA,0.0,0.6844259013211929
F6Pt6_2pp,0.0,0.0
FA120ACPHi,0.0,7.896738818402582e-13
FEENTERR1,0.0,2.3092638912203256e-13
FEENTERR2,0.0,0.0
FEENTERR3,0.0,0.0
FEENTERexs,0.0,2.984279490192421e-13
G3PAT181,0.0,3.89910326248355e-13
FA140ACPHi,0.0,0.0
FA141ACPHi,0.0,7.807088309164101e-13
FA160ACPHi,0.0,-4.5149994853943554e-13
FE3DHBZStonex,0.0,7.887024366937112e-13
FALDH2,0.0,0.0
COBALT2t3pp,0.0,3.343218063500686e-12
FECRMabcpp,0.0,3.765876499528531e-13
FA161ACPHi,0.0,-4.781175455548237e-13
FA80ACPHi,0.0,7.700506898800086e-13
FA100ACPHi,0.0,7.700506898800086e-13
FACOAE100,0.0,-4.0167869030938164e-13
FACOAE120,0.08030831952677886,0.08030831952728315
FACOAE140,-3.161915174132446e-13,-3.9995784462121264e-13
FACOAE141,2.9398705692074145e-13,-2.577660307423457e-13
FE3HOXabcpp,0.0,2.8421709430404007e-13
FE2t3pp,0.0,1.390446785487498e-12
FE2tpp,0.01657370373684689,0.01657370374228022
FACOAE160,0.13170217676680215,0.13170217676622128
FACOAE161,0.1552300047533713,0.15523000475279042
FEENTERtex,0.0,3.623767952376511e-13
CHORS,0.3346276293058199,0.3346276293058253
FADRx,0.0,2.255668592875729
FE3Ri,0.0,2.2026824808563106e-13
FACOAE180,0.0,0.0
FACOAL100t2pp,0.0,0.0
FACOAL120t2pp,0.0,0.0
FBA,-7.984723993104126e-13,7.776246244327826
FACOAL140t2pp,0.0,-5.195843755245733e-13
FADRx2,0.0,1.8465229345565604e-12
CHOLD,-8.633094239485217e-13,0.0
FACOAL141t2pp,0.0,1.8030021919912542e-13
FACOAL160t2pp,0.0,-5.195843755245733e-13
CHRPL,0.00023011866846512792,0.00023011866846512792
FACOAL161t2pp,0.0,2.7711166694643907e-13
FACOAL180t2pp,0.0,6.843414723789465e-13
FEOXAMUtex,0.0,3.4152125572006753e-12
FEOXAMUtpp,0.0,3.4152125572006753e-12
FCI,0.0,0.0
CHORM,0.3337071546319593,0.3337071546319856
FBA3,0.0,7.776246244328355
FBP,0.0,7.780442956573097e-13
FEOXAMexs,0.0,3.0541680295925744e-12
FESD1s,0.004028624579392752,0.004028624581851048
FESD2s,0.0,0.0
FTHFLi,0.0,0.002531305351928026
FCLT,0.00023011866846512792,0.0002301186684699517
FCLPA,0.0,0.0
FDH4pp,0.0,-3.199835361955561e-12
FDH5pp,0.0,1.2156658492357142e-11
FDMO,0.0,0.0
CITL,0.0,8.240075288767912e-13
FDMO2,0.0,0.0
FDMO3,0.0,0.0
UM4PCP,0.0,1.0644957137984079e-13
FEENTERtpp,0.0,6.110667527536862e-13
FDMO4,0.0,0.0
FRUpts2pp,0.0,0.0
COLIPAabcpp,0.0,0.0
FUMt2_2pp,0.0,0.0
FRUptspp,0.0,0.0
FDMO6,0.0,0.0
FE2abcpp,0.0,1.7266188478970435e-12
FE2t2pp,0.0,5.934176761090981e-13
FEROpp,0.0,249.99585657406593
CITt7pp,0.0,6.733613666654037e-12
FEOXAMabcpp,0.0,7.247535904753022e-13
FEOXAMR1,0.0,3.623767952376511e-13
G1PACT,0.09750427240328703,0.09750427240328703
FECRMtonex,0.0,7.318590178329032e-13
FEENTERabcpp,0.0,6.110667527536862e-13
FE3DHBZSabcpp,0.0,1.5489831639570184e-12
CLt3_2pp,0.002685577733993253,0.002685577733993258
G5SADs,0.22811157963030876,0.22811157963078266
GALCTND,0.0,0.0
GART,0.0,0.0025313053557991516
FUMt2_3pp,0.0,0.0
FUSAtpp,0.0,3.1371606701302568e-12
FOMETRi,0.0,1000.0
FORCT,0.0,0.0
FLVR,0.0,6.235012506294879e-13
FLVRx,0.0,3.552713678800501e-13
FEOXAMtonex,0.0,4.760636329592671e-13
G6PDH2r,4.152323502421847,4.152323502429205
GALCTD,0.0,0.0
GALURt2rpp,0.0,0.0
FEENTERtonex,0.0,4.050093593832571e-13
CPGNtonex,0.0,3.979039320256561e-13
FEOXAMR2,0.0,1.2434497875801753e-13
FEOXAMR3,0.0,2.3803181647963356e-13
GALCTLO,0.0,0.0
G3PCabcpp,0.0,0.0
GALCTNt2pp,0.0,0.0
FESR,0.008057249158515498,0.008057249164055591
GAMptspp,0.0,0.0
CMtpp,0.0,2.5900427635949796e-12
GAPD,16.249358314868964,16.249358314870044
FHL,0.0,0.0
FLDR2,0.0,2.7953056536134113e-12
G3PT,-1.0302869668521453e-13,9.166001291305292e-13
G6PP,0.0,2.303934820702125e-12
COBALT2tpp,2.5798057002817034e-05,2.5798059601297492e-05
GAM6Pt6_2pp,0.0,0.0
FMETTRS,0.0,0.0
FMNAT,0.00023011866846545104,0.00023011866846511797
FMNRx,0.0,3.410605131648481e-13
FMNRx2,0.0,1.4033219031261979e-13
FORtppi,0.0,1.0236083898898518e-11
G6Pt6_2pp,0.0,0.0
GAL1PPpp,0.0,0.0
G3PEabcpp,0.0,1.7905676941154525e-12
GALUi,0.0,1.5987211554602254e-13
GALCTt2rpp,0.0,0.0
FORt2pp,0.0,7.117972877779266e-12
FRUK,0.0,0.0
FRUURt2rpp,0.0,0.0
GALabcpp,0.0,1.6200374375330284e-12
FRD2,0.0,32.7192254562944
CPPPGO,0.00023011866846512792,0.0002301186684701347
FRD3,0.0,32.377870725644556
FTHFD,0.0,0.0
FUCtpp,0.0,0.0
G3PD5,0.0,1.0470513345239851e-12
G3PD6,0.0,1.734501431371882e-12
G3PD7,0.0,1.1625145290850014e-12
G3PGabcpp,0.0,1.7275070263167436e-13
FUM,5.281768145587977,5.281768145592411
G1PPpp,0.0,0.0
G3PIabcpp,0.0,1.2860823517257813e-12
CPMPS,0.0002517890363474942,0.0002517890363474942
G3PSabcpp,0.0,0.0
G3PD2,-0.14346609076064176,-0.14346609075950584
G5SD,0.22811157962972795,0.2281115796308999
G1PTT,0.0,0.0
G1SAT,0.0036818986954420467,0.0036818986954867405
G6PDA,0.0,1.052519182920264e-12
GALKr,0.0,0.0
GALM2pp,0.0,0.0
G2PP,0.0,0.0
G2PPpp,0.0,0.0
G3PAT120,0.0,3.757411048965764e-13
G3PAT140,0.0,2.6778579353958776e-13
G3PAT141,0.0,4.192202140984591e-13
GALS3,0.0,0.0
GALt2pp,0.0,0.0
G3PAT160,0.0,0.06585108838348774
GARFT,0.4600154736396779,0.4625467789932895
G3PAT161,0.0,0.07761500237703958
CLPNS120pp,0.0,7.114309141798003e-13
GALTptspp,0.0,0.0
GCALDD,0.0006903560053950208,0.0006903560053954094
GDMANE,0.0,0.0
CLPNS140pp,0.0,1.8385293287792592e-13
GDPDPK,0.0,7.318590178329032e-13
GDPMNH,0.0,1.0729195309977513e-12
GLCtex_copy2,0.0,1000.0
CLPNS141pp,0.0,3.7836400679225335e-13
GLYC3Pabcpp,0.0,7.860379014346108e-13
GLNS,1.8097564010377414,1.8097564010390812
GDPMNP,0.0,1.3393730569077889e-12
GLUTRR,0.0036818986954420467,0.003681898695494068
CLPNS160pp,0.0,1.8474111129762605e-13
GHMT2r,1.1510891809810067,1.151089180990938
GLYBabcpp,0.0,1.6768808563938364e-12
GLYOX3,0.0,-3.82804898890754e-13
GLYt2pp_copy2,-1000.0,0.0
GLYCTO3,0.0,0.0006903560065367742
GLUNpp,0.0,0.0
CLPNS161pp,0.0,2.0872192862952943e-13
GLUabcpp,0.0,1.9255708139098715e-12
GLYBt2pp_copy1,0.0,1000.0
GLUt2rpp,-1000.0,4.3165471197426086e-13
GLCATr,0.0,0.0
GK1,0.2514959704199422,0.25149597042080796
GLCabcpp,0.0,1.7692514120426495e-12
GLYCTO4,0.0,0.0006903560067206271
GLYCLTt4pp,0.0,1000.0
GSNt2pp,0.0,0.0
GLYCL,0.0563476001443971,0.056347600149193156
GLYt2pp_copy1,0.0,1000.0
GLYt4pp,0.0,1000.0
GLYCDx,0.0,5.453415496958769e-13
GLCP2,0.0,996.4702283190154
GLCRt2rpp,0.0,0.0
GP4GH,0.0,0.0
GLCURt2rpp,0.0,0.0
GSNK,0.0,7.389644451905042e-13
CLPNS180pp,0.0,1.4210854715202004e-12
GLYCLTt2rpp,-1000.0,0.0
GTHRDabc2pp,0.0,3.282707439211663e-12
GRTT,0.00028687439387132694,0.00028687439387132694
GLCt2pp,0.0,2.376765451117535e-11
GDPTPDP,0.0,5.9117155615240335e-12
GLYC2Pabcpp,0.0,0.0
GLYCtpp,-1.2994050280212832e-12,3.9872272150631716e-13
GLYCAt2rpp,-3.055333763768431e-13,0.0
GLCRAL,0.0,0.0
GF6PTA,0.09750427240328702,0.0975042724043265
GOFUCR,0.0,0.0
CLPNS181pp,0.0,2.601918680511517e-12
GLYCK,0.0,1.5578123643486541e-12
GLYCK2,0.0,1.5578123643486541e-12
GLYCLTDx,0.0,2.8120225332300963e-12
GLYK,0.0,5.630607091688944e-12
GLYCLTDy,0.0,1.0665246463759104e-11
GLYCTO2,0.0,0.0006903559997875064
GHBDHx,0.0,0.0
GLBRAN2,0.0,1000.0
GLCDpp,0.0,5.95790083934844e-12
GLCRD,0.0,0.0
GLCNt2rpp,0.0,5.95790083934844e-12
GLCP,0.0,996.4702283190196
GLCS1,0.0,996.4702283190196
GLYOX,0.0,1.0031975250512914e-12
GMHEPK,0.0,0.0
GLCTR1,0.0,0.0
CPPPGO2,0.0,3.547640154734355e-13
GLCptspp,9.999999999989486,10.0
GLDBRAN2,0.0,1000.0
GLYTRS,0.0,0.0
GMAND,0.0,0.0
GMHEPAT,0.0,0.0
GLGC,0.0,996.4702283190196
GMHEPPA,0.0,0.0
GLNTRS,0.0,0.0
CRNBTCT,0.0,0.0
GLTPD,0.0,0.0
GLU5K,0.22811157962693196,0.22811157963532658
GMPR,0.0,7.1789796329824185e-12
GMPS2,0.2514959704199424,0.25149597042712113
GND,4.15232350241769,4.152323502440776
GLNabcpp,0.0,0.0
GLUABUTt7pp,0.0,1000.0
GPDDA1,0.0,5.471373354382081e-12
CRNCAL2,0.0,0.0
GNK,0.0,8.192557743313955e-12
GPDDA2,0.0,5.601935582077999e-12
GPDDA3,0.0,3.5571545708990016e-12
GPDDA4,0.0,2.6716406864579767e-12
GPDDA5,0.0,3.240074875066057e-12
GPDDA1pp,0.0,0.0
GLUCYS,0.0,1.5702994460298214e-12
GLUDC,0.0,-2.3652191316614335e-12
GLUDy,-8.824697502264321,-8.824697502259536
GLUTRS,0.0036818986954420467,0.003681898695592878
GLUN,0.0,3.714445417912771e-12
GLUPRT,0.4625467789931159,0.46254677899368096
GLUR,-0.028675056319917226,-0.028675056319771186
GLUt4pp,0.0,1000.0
GLXCL,0.0,2.8803099228619233e-12
GLYALDtpp,0.0,0.0
GPDDA2pp,0.0,2.0454749005693884e-12
GPDDA3pp,0.0,0.0
GPDDA4pp,0.0,1.9326762412674725e-12
GPDDA5pp,0.0,0.0
GSPMDA,0.0,1.043076736095827e-11
GSPMDS,0.0,1.043076736095827e-11
GLYAT,-3.1596947280831955e-13,9.949818746690653e-12
GLYC3Pt6pp,0.0,3.183231456205249e-12
UM4PL,0.0,8.724687639016793e-13
GRXR,0.0,0.25578463944475893
CRNCAR,0.0,0.0
GTHOr,0.0,0.25578463944475893
GTHPi_copy1,0.0,4.525269048372138e-12
GTHRDHpp,0.0,2.2666313270747196e-12
GTPHs,0.0,3.6057823393775834e-12
HYPOE,0.0,9.634959496906959e-12
GUACYC,0.0,1.0345502232667059e-11
GUAtpp,-1.6482926135097387e-11,0.0
GUR1PPpp,-1.2523315717771766e-13,0.0
H2SO,0.0,0.0
H2St1pp,0.0,0.0
H2tpp,0.0,0.0
HEX4,0.0,9.57811607804615e-12
GUI1,-1.2523315717771766e-13,0.0
GTHS,0.0,2.2666313270747196e-12
GTPCI,0.0006903560053953598,0.0006903560053954094
GTHRDabcpp,0.0,2.4868995751603507e-12
GTPCII2,0.000460237336930579,0.0004602373369301349
GTPDPDP,0.0,2.8421709430404007e-12
KARA1,-0.9021776599119131,-0.9021776599118343
KARA2,0.29980334811885717,0.2998033481190491
GUI2,0.0,0.0
HEXt2rpp,-3.785416424761934e-12,0.0
GUAt2pp,0.0,2.3861912445966027e-11
LADGMDH,0.0,5.255622326227893e-13
GUAtex,-1.6714407635731732e-13,0.0
LALDO3,0.0,4.720668300706166e-13
HYXNtpp,0.0,0.0
LCARR,0.0,0.0
HISt2rpp,-4.057199021190172e-12,0.0
GTPDPK,0.0,5.7980287238024175e-12
INSH,0.0,5.201172825763933e-12
HPYRRx,0.0,1000.0
HSDy,-0.720412805649306,-0.720412805648226
LIPOt2pp,0.0,0.0
LGTHL,0.0,1.0675904604795505e-12
KAS14,0.0,2.4087398742267396e-12
KAS15,0.0,2.4087398742267396e-12
HG2abcpp,0.0,0.0
IDONt2rpp,-1.4166445794216997e-13,0.0
HG2t3pp,0.0,0.0
HPYRRy,0.0,2.4076740601230995e-11
LIPAabctex,0.0,0.0
LALDO2x,0.0,0.0
LALGP,0.0,5.265059221937207e-13
LCTStpp,0.0,1.2434941965011603e-11
LA4NTpp,0.0,2.851052727237402e-13
LIPACabcpp,0.0,0.0
LIPAabcpp,0.0,0.0
GUAD,0.0,2.0151103008458904e-12
H2Otpp,-46.011394924392675,-46.01139492437248
GUAPRT,0.0,6.075917546866094e-12
HBZOPT,0.00023011866846512792,0.00023011866846512792
HCO3E,0.5426311713858607,0.5426311713849925
HDCAtexi,0.0,0.0
L_LACt2rpp,0.0,0.0
LCADi,0.0,-2.7355895326763857e-13
LEUTRS,0.0,0.0
HDCEAtexi,0.0,0.0
INSt2pp_copy2,-1000.0,0.0
HACD1,0.36724050104650097,1000.0
HACD2,0.36724050104650097,1000.0
HACD3,0.36724050104650097,1000.0
LEUt2rpp,-1000.0,1000.0
KDOCT2,0.04015415976374466,0.04015415976408105
KDOPP,0.04015415976374466,0.04015415976408105
KDOPS,0.04015415976374466,0.04015415976408105
HACD4,0.36724050104579853,1000.0
HXCT,0.0,1.9999157885308705e-10
HACD5,0.367240501046185,1000.0
Kabcpp,0.0,-2.7213786779611837e-11
KG6PDC,0.0,0.0
Kt2pp,0.20142400561956192,0.20142400556447365
Kt3pp,0.0,-5.7560956001623254e-11
LACZ,0.0,0.0
L_LACD2,0.0,-1.1578293879210833e-11
L_LACD3,0.0,-1.149302875091962e-11
LACZpp,0.0,0.0
HACD6,0.28693218151857924,1000.0
HACD7,0.2869321815182665,1000.0
HACD8,-1.5010215292932116e-13,1000.0
HEMEOS,0.0,0.0
HEPK1,0.0,0.0
HEPT1,0.0,0.0
HEPT2,0.0,0.0
HEPT3,0.0,0.0
LCARS,0.0,-1.219765607962664e-12
LCTSt3ipp,0.0,-9.059075711803644e-11
HETZK,0.0,0.0
LALADGLUtpp,0.0,0.0
HEX1,0.0,-6.498090954210056e-11
INStex,0.0,0.0
HEX7,0.0,-6.498090954210056e-11
HISTD,0.0977622529733152,0.09776225297274521
LALALGLUtpp,0.0,0.0
LEUTAi,0.4649129767814202,0.46491297678077836
LDH_D,-2.106759211528697e-12,-2.4061197478886243e-11
LDH_D2,0.0,-2.3582913399877725e-11
HISTP,0.0977622529733152,0.09776225297269836
HISTRS,0.0,0.0
IMPC,-0.5600789132981253,-0.5600789132986281
HISabcpp,0.0,-2.3234747459355276e-11
LEUabcpp,0.0,-2.3383961433864897e-11
LIPAHT2ex,0.0,-1.4757639554829893e-13
LIPAHTex,0.0,-1.4757639554829893e-13
HMBS,0.00046023733693025584,0.0004602373368244872
K2L4Aabctex,0.02007707988187233,0.02007707988185246
HOMt2pp,0.0,-1.0348943924043397e-12
HMPK1,0.0,0.0
HPPK2,0.0006903560053953539,0.0006903560053954649
HPYRI,-1000.0000000000017,0.0
HSK,0.561588615593803,0.5615886155872928
LIPAMPL,0.0,0.0
LIPATPT,0.0,0.0
LIPOCT,0.0,0.0
LIPOS,0.0,0.0
LPADSS,0.02007707988187233,0.02007707988185246
LPLIPAL1A120pp,0.0,-2.958744360626042e-13
LPLIPAL1A140pp,0.0,-2.4793944675138846e-11
LPLIPAL1A141pp,0.0,1.096574220316171e-11
HSST,0.15882419005442294,0.15882419005358944
LPLIPAL1A160pp,0.0,6.070699498650356e-12
INSt2pp_copy1,0.0,1000.0
LPLIPAL1A161pp,0.0,-2.02242667057817e-11
MACPD,0.0,-8.498995951455868e-11
INSK,0.0,-8.489564606861677e-11
MALTHXabcpp,0.0,0.0
LYSTRS,0.0,0.0
MALt3pp,0.0,-7.20737913795233e-11
LYSabcpp,0.0,-7.87139242675039e-11
ISETACabcpp,0.0,0.0
LYSt3pp,0.0,-1.1840561864318033e-10
MALDt2_2pp,0.0,0.0
MEOHtrpp,-2.0638445602253623e-06,-2.063844560223904e-06
METOX1s,0.0,-2.2678969813227923e-11
LSERDHr,0.0,-6.852518552591391e-11
I2FE2SS,0.0002951297694690074,0.00029512977211222706
MALTATr,0.0,0.0
LPLIPAL1G180pp,0.0,-1.3141931987092903e-11
LPLIPAL1G181pp,0.0,2.8386182293616002e-12
LPLIPAL1E120pp,0.0,-1.0368594871579262e-11
LPLIPAL1E140pp,0.0,-2.4636293005642074e-11
LPLIPAL2A120,0.0,-3.837996587208181e-11
METOX2s,0.0,-2.7752911080369813e-11
METSOX1abcpp,0.0,0.0
